CVE-1999-0199,CWE-252
CVE-2017-9798,CWE-416
CVE-2017-9841,CWE-94
CVE-2017-9949,CWE-787
CVE-2017-9984,CWE-125
CVE-2017-9985,CWE-125
CVE-2017-9990,CWE-119
CVE-2017-9991,CWE-119
CVE-2017-9992,CWE-119
CVE-2017-9993,CWE-200
CVE-2017-9994,CWE-119
CVE-2017-9995,CWE-119
CVE-2017-9996,CWE-119
CVE-2018-0046,CWE-79
CVE-2018-0429,CWE-119
CVE-2018-0500,CWE-787
CVE-2018-1000041,NVD-CWE-noinfo
CVE-2018-1000050,CWE-119
CVE-2018-1000052,CWE-134
CVE-2018-1000053,CWE-352
CVE-2018-1000070,CWE-94
CVE-2018-1000073,CWE-59
CVE-2018-1000074,CWE-502
CVE-2018-1000075,CWE-835
CVE-2018-1000076,CWE-347
CVE-2018-1000077,CWE-20
CVE-2018-1000078,CWE-79
CVE-2018-1000079,CWE-22
CVE-2018-1000085,CWE-125
CVE-2018-1000089,CWE-532
CVE-2018-1000115,CWE-400
CVE-2018-1000118,CWE-78
CVE-2018-1000119,CWE-203
CVE-2018-1000127,CWE-190
CVE-2018-1000127,CWE-667
CVE-2018-1000129,CWE-79
CVE-2018-1000165,CWE-732
CVE-2018-1000201,CWE-426
CVE-2018-1000204,NVD-CWE-noinfo
CVE-2018-1000207,CWE-732
CVE-2018-1000501,CWE-640
CVE-2018-1000524,CWE-190
CVE-2018-1000528,CWE-79
CVE-2018-1000533,CWE-20
CVE-2018-1000534,CWE-79
CVE-2018-1000538,CWE-774
CVE-2018-1000559,CWE-79
CVE-2018-1000632,CWE-91
CVE-2018-1000657,CWE-119
CVE-2018-1000658,CWE-434
CVE-2018-1000659,CWE-22
CVE-2018-1000807,CWE-416
CVE-2018-1000809,CWE-20
CVE-2018-1000815,CWE-20
CVE-2018-1000850,CWE-22
CVE-2018-1000867,CWE-89
CVE-2018-1000868,CWE-79
CVE-2018-1000869,CWE-89
CVE-2018-1000870,CWE-79
CVE-2018-1000882,CWE-22
CVE-2018-1000883,CWE-20
CVE-2018-1000884,CWE-203
CVE-2018-10017,CWE-125
CVE-2018-10021,NVD-CWE-noinfo
CVE-2018-1002200,CWE-22
CVE-2018-1002201,CWE-22
CVE-2018-1002203,CWE-22
CVE-2018-1002204,CWE-22
CVE-2018-1002205,CWE-22
CVE-2018-1002206,CWE-22
CVE-2018-1002207,CWE-22
CVE-2018-1002209,CWE-22
CVE-2018-10074,CWE-476
CVE-2018-10087,CWE-20
CVE-2018-10092,CWE-862
CVE-2018-10094,CWE-89
CVE-2018-10095,CWE-79
CVE-2018-10100,CWE-601
CVE-2018-10101,CWE-601
CVE-2018-10102,CWE-79
CVE-2018-10124,CWE-119
CVE-2018-10191,CWE-190
CVE-2018-10199,CWE-416
CVE-2018-10360,CWE-125
CVE-2018-10364,CWE-79
CVE-2018-10366,CWE-79
CVE-2018-10536,CWE-787
CVE-2018-10537,CWE-119
CVE-2018-10538,CWE-787
CVE-2018-10539,CWE-787
CVE-2018-10540,CWE-787
CVE-2018-10574,CWE-94
CVE-2018-1065,CWE-476
CVE-2018-10657,CWE-20
CVE-2018-1066,CWE-476
CVE-2018-10675,CWE-416
CVE-2018-10677,CWE-787
CVE-2018-1068,CWE-787
CVE-2018-10717,CWE-787
CVE-2018-10756,CWE-416
CVE-2018-10757,CWE-89
CVE-2018-10821,CWE-79
CVE-2018-10856,CWE-732
CVE-2018-10861,CWE-287
CVE-2018-10895,CWE-352
CVE-2018-10897,CWE-59
CVE-2018-1091,CWE-119
CVE-2018-10916,CWE-20
CVE-2018-10937,CWE-79
CVE-2018-10940,CWE-119
CVE-2018-11218,CWE-787
CVE-2018-11219,CWE-190
CVE-2018-11232,CWE-20
CVE-2018-11245,CWE-79
CVE-2018-1129,CWE-287
CVE-2018-11319,CWE-22
CVE-2018-11330,CWE-79
CVE-2018-11331,CWE-434
CVE-2018-11363,CWE-125
CVE-2018-11375,CWE-125
CVE-2018-11376,CWE-125
CVE-2018-11377,CWE-125
CVE-2018-11378,CWE-119
CVE-2018-11379,CWE-125
CVE-2018-11380,CWE-125
CVE-2018-11381,CWE-125
CVE-2018-11382,CWE-125
CVE-2018-11383,CWE-908
CVE-2018-11384,CWE-125
CVE-2018-11506,CWE-787
CVE-2018-11508,CWE-200
CVE-2018-11512,CWE-79
CVE-2018-1152,CWE-369
CVE-2018-11562,CWE-79
CVE-2018-11590,CWE-190
CVE-2018-11591,CWE-476
CVE-2018-11592,CWE-125
CVE-2018-11593,CWE-787
CVE-2018-11594,CWE-119
CVE-2018-11595,CWE-119
CVE-2018-11596,CWE-119
CVE-2018-11597,CWE-674
CVE-2018-11598,CWE-125
CVE-2018-11627,CWE-79
CVE-2018-11647,CWE-79
CVE-2018-11652,CWE-1236
CVE-2018-11688,CWE-79
CVE-2018-11743,CWE-824
CVE-2018-11756,NVD-CWE-noinfo
CVE-2018-11757,NVD-CWE-noinfo
CVE-2018-12018,CWE-129
CVE-2018-12022,CWE-502
CVE-2018-12023,CWE-502
CVE-2018-12030,CWE-79
CVE-2018-12043,CWE-79
CVE-2018-12232,CWE-362
CVE-2018-12247,CWE-476
CVE-2018-12248,CWE-125
CVE-2018-12249,CWE-476
CVE-2018-12256,CWE-434
CVE-2018-12320,CWE-416
CVE-2018-12321,CWE-125
CVE-2018-12322,CWE-125
CVE-2018-12418,CWE-835
CVE-2018-12420,CWE-327
CVE-2018-12435,CWE-200
CVE-2018-12436,CWE-200
CVE-2018-12453,CWE-704
CVE-2018-12457,CWE-732
CVE-2018-12458,CWE-20
CVE-2018-12459,CWE-20
CVE-2018-12460,CWE-476
CVE-2018-12466,CWE-732
CVE-2018-12467,CWE-732
CVE-2018-12520,CWE-335
CVE-2018-12537,CWE-20
CVE-2018-12559,CWE-22
CVE-2018-12561,CWE-20
CVE-2018-12562,CWE-20
CVE-2018-12584,CWE-120
CVE-2018-12588,CWE-79
CVE-2018-12615,CWE-732
CVE-2018-12633,CWE-362
CVE-2018-12642,CWE-732
CVE-2018-12649,CWE-307
CVE-2018-12684,CWE-125
CVE-2018-12684,CWE-200
CVE-2018-12713,NVD-CWE-noinfo
CVE-2018-12714,CWE-787
CVE-2018-1281,CWE-200
CVE-2018-12896,CWE-190
CVE-2018-12904,NVD-CWE-noinfo
CVE-2018-12976,CWE-22
CVE-2018-13006,CWE-125
CVE-2018-13055,CWE-79
CVE-2018-13093,CWE-476
CVE-2018-13094,CWE-476
CVE-2018-13095,CWE-787
CVE-2018-13300,CWE-125
CVE-2018-13301,CWE-476
CVE-2018-13302,CWE-129
CVE-2018-13303,CWE-476
CVE-2018-13304,CWE-617
CVE-2018-13305,CWE-125
CVE-2018-13405,CWE-269
CVE-2018-13406,CWE-190
CVE-2018-13423,CWE-79
CVE-2018-13447,CWE-89
CVE-2018-13448,CWE-89
CVE-2018-13449,CWE-89
CVE-2018-13450,CWE-89
CVE-2018-13785,CWE-190
CVE-2018-13785,CWE-369
CVE-2018-13797,CWE-78
CVE-2018-13818,CWE-94
CVE-2018-13863,NVD-CWE-noinfo
CVE-2018-13982,CWE-22
CVE-2018-14015,CWE-119
CVE-2018-14016,CWE-125
CVE-2018-14017,CWE-125
CVE-2018-14043,CWE-732
CVE-2018-14055,CWE-20
CVE-2018-14056,CWE-22
CVE-2018-14071,CWE-20
CVE-2018-14345,CWE-287
CVE-2018-14345,CWE-613
CVE-2018-14349,CWE-20
CVE-2018-14350,CWE-787
CVE-2018-14351,CWE-20
CVE-2018-14352,CWE-787
CVE-2018-14353,CWE-191
CVE-2018-14354,CWE-78
CVE-2018-14355,CWE-22
CVE-2018-14356,CWE-824
CVE-2018-14357,CWE-78
CVE-2018-14358,CWE-787
CVE-2018-14359,CWE-120
CVE-2018-14360,CWE-787
CVE-2018-14361,CWE-20
CVE-2018-14362,CWE-119
CVE-2018-14363,CWE-22
CVE-2018-14371,CWE-22
CVE-2018-14394,CWE-369
CVE-2018-14395,CWE-369
CVE-2018-14474,CWE-601
CVE-2018-14498,CWE-125
CVE-2018-14504,CWE-79
CVE-2018-14553,CWE-476
CVE-2018-14632,CWE-787
CVE-2018-14650,CWE-732
CVE-2018-14679,CWE-193
CVE-2018-14680,CWE-20
CVE-2018-14681,CWE-787
CVE-2018-14682,CWE-193
CVE-2018-14716,CWE-94
CVE-2018-14718,CWE-502
CVE-2018-14719,CWE-502
CVE-2018-14720,CWE-502
CVE-2018-14720,CWE-611
CVE-2018-14721,CWE-918
CVE-2018-14734,CWE-416
CVE-2018-14773,NVD-CWE-noinfo
CVE-2018-14774,CWE-20
CVE-2018-14857,CWE-434
CVE-2018-14938,CWE-125
CVE-2018-14938,CWE-190
CVE-2018-15120,CWE-119
CVE-2018-15132,CWE-200
CVE-2018-15473,CWE-362
CVE-2018-15503,CWE-502
CVE-2018-15531,CWE-611
CVE-2018-15572,NVD-CWE-noinfo
CVE-2018-15580,CWE-79
CVE-2018-15581,CWE-79
CVE-2018-15582,CWE-79
CVE-2018-15583,CWE-79
CVE-2018-15584,CWE-79
CVE-2018-15585,CWE-79
CVE-2018-15594,CWE-200
CVE-2018-15601,CWE-20
CVE-2018-15605,CWE-79
CVE-2018-15822,CWE-617
CVE-2018-15836,CWE-347
CVE-2018-15853,CWE-400
CVE-2018-15854,CWE-476
CVE-2018-15855,CWE-476
CVE-2018-15856,CWE-835
CVE-2018-15857,CWE-416
CVE-2018-15858,CWE-476
CVE-2018-15859,CWE-476
CVE-2018-15861,CWE-476
CVE-2018-15862,CWE-476
CVE-2018-15863,CWE-476
CVE-2018-15864,CWE-476
CVE-2018-16149,CWE-347
CVE-2018-16150,CWE-347
CVE-2018-16153,CWE-522
CVE-2018-16253,CWE-347
CVE-2018-16276,CWE-787
CVE-2018-16301,CWE-120
CVE-2018-16323,CWE-200
CVE-2018-16359,NVD-CWE-noinfo
CVE-2018-16388,CWE-434
CVE-2018-16389,CWE-89
CVE-2018-16391,CWE-119
CVE-2018-16392,CWE-119
CVE-2018-16393,CWE-119
CVE-2018-16405,CWE-79
CVE-2018-16406,CWE-79
CVE-2018-16407,CWE-79
CVE-2018-16418,CWE-119
CVE-2018-16419,CWE-119
CVE-2018-16420,CWE-119
CVE-2018-16421,CWE-119
CVE-2018-16422,CWE-119
CVE-2018-16423,CWE-415
CVE-2018-16424,CWE-415
CVE-2018-16425,CWE-415
CVE-2018-16426,CWE-674
CVE-2018-16435,CWE-190
CVE-2018-16435,CWE-787
CVE-2018-16586,NVD-CWE-noinfo
CVE-2018-16587,CWE-20
CVE-2018-16640,CWE-772
CVE-2018-16641,CWE-772
CVE-2018-16642,CWE-787
CVE-2018-16643,CWE-252
CVE-2018-16644,CWE-119
CVE-2018-16645,CWE-770
CVE-2018-16658,CWE-200
CVE-2018-16733,CWE-20
CVE-2018-16749,CWE-476
CVE-2018-16789,CWE-835
CVE-2018-16790,CWE-125
CVE-2018-16807,CWE-772
CVE-2018-16839,CWE-119
CVE-2018-16840,CWE-416
CVE-2018-16842,CWE-125
CVE-2018-16974,CWE-434
CVE-2018-16975,CWE-94
CVE-2018-16976,CWE-362
CVE-2018-17019,CWE-20
CVE-2018-17057,CWE-502
CVE-2018-17075,CWE-476
CVE-2018-17082,CWE-79
CVE-2018-17104,CWE-352
CVE-2018-17179,CWE-89
CVE-2018-17180,CWE-22
CVE-2018-17181,CWE-89
CVE-2018-17182,CWE-416
CVE-2018-17292,CWE-125
CVE-2018-17293,CWE-476
CVE-2018-17294,CWE-125
CVE-2018-17407,CWE-119
CVE-2018-17456,CWE-88
CVE-2018-17552,CWE-89
CVE-2018-17553,CWE-22
CVE-2018-17553,CWE-434
CVE-2018-17568,CWE-190
CVE-2018-17569,CWE-190
CVE-2018-17570,CWE-190
CVE-2018-17605,CWE-22
CVE-2018-17942,CWE-787
CVE-2018-18021,CWE-20
CVE-2018-18074,CWE-522
CVE-2018-18206,CWE-190
CVE-2018-18311,CWE-190
CVE-2018-18311,CWE-787
CVE-2018-18313,CWE-125
CVE-2018-18314,CWE-119
CVE-2018-18386,CWE-704
CVE-2018-18397,CWE-863
CVE-2018-18434,CWE-22
CVE-2018-18445,CWE-125
CVE-2018-18546,CWE-89
CVE-2018-18557,CWE-787
CVE-2018-18584,CWE-787
CVE-2018-18585,CWE-476
CVE-2018-18586,CWE-22
CVE-2018-18635,CWE-79
CVE-2018-18668,CWE-79
CVE-2018-18669,CWE-79
CVE-2018-18670,CWE-79
CVE-2018-18671,CWE-79
CVE-2018-18672,CWE-79
CVE-2018-18673,CWE-79
CVE-2018-18674,CWE-79
CVE-2018-18675,CWE-79
CVE-2018-18676,CWE-79
CVE-2018-18678,CWE-79
CVE-2018-18690,CWE-754
CVE-2018-18710,CWE-200
CVE-2018-18836,CWE-94
CVE-2018-18837,CWE-113
CVE-2018-18838,CWE-116
CVE-2018-18839,CWE-200
CVE-2018-18928,CWE-190
CVE-2018-18955,CWE-863
CVE-2018-19044,CWE-59
CVE-2018-19045,CWE-200
CVE-2018-19048,CWE-79
CVE-2018-19052,CWE-22
CVE-2018-19198,CWE-787
CVE-2018-19199,CWE-190
CVE-2018-19200,CWE-476
CVE-2018-19333,NVD-CWE-noinfo
CVE-2018-19351,CWE-79
CVE-2018-19352,CWE-79
CVE-2018-19360,CWE-502
CVE-2018-19361,CWE-502
CVE-2018-19362,CWE-502
CVE-2018-19497,CWE-125
CVE-2018-19620,CWE-425
CVE-2018-19787,CWE-79
CVE-2018-19824,CWE-416
CVE-2018-19837,CWE-400
CVE-2018-19840,CWE-835
CVE-2018-19841,CWE-125
CVE-2018-19842,CWE-125
CVE-2018-19843,CWE-125
CVE-2018-19854,CWE-200
CVE-2018-19908,CWE-78
CVE-2018-1999010,CWE-125
CVE-2018-1999011,CWE-119
CVE-2018-1999012,CWE-835
CVE-2018-1999013,CWE-416
CVE-2018-1999014,CWE-125
CVE-2018-1999015,CWE-125
CVE-2018-1999024,CWE-79
CVE-2018-19992,CWE-79
CVE-2018-19993,CWE-79
CVE-2018-19994,CWE-89
CVE-2018-19995,CWE-79
CVE-2018-19998,CWE-89
CVE-2018-20030,CWE-400
CVE-2018-20140,CWE-79
CVE-2018-20145,CWE-732
CVE-2018-20164,CWE-185
CVE-2018-20169,CWE-400
CVE-2018-20174,CWE-125
CVE-2018-20175,CWE-125
CVE-2018-20176,CWE-125
CVE-2018-20177,CWE-190
CVE-2018-20177,CWE-787
CVE-2018-20178,CWE-125
CVE-2018-20179,CWE-191
CVE-2018-20180,CWE-191
CVE-2018-20181,CWE-191
CVE-2018-20181,CWE-787
CVE-2018-20182,CWE-119
CVE-2018-20217,CWE-617
CVE-2018-20226,NVD-CWE-noinfo
CVE-2018-20303,CWE-22
CVE-2018-20322,CWE-79
CVE-2018-20332,CWE-22
CVE-2018-20406,CWE-190
CVE-2018-20433,CWE-611
CVE-2018-20455,CWE-787
CVE-2018-20456,CWE-125
CVE-2018-20457,CWE-125
CVE-2018-20458,CWE-125
CVE-2018-20459,CWE-125
CVE-2018-20460,CWE-787
CVE-2018-20461,CWE-125
CVE-2018-20467,CWE-835
CVE-2018-20511,CWE-200
CVE-2018-20541,CWE-787
CVE-2018-20542,CWE-119
CVE-2018-20545,CWE-190
CVE-2018-20546,CWE-190
CVE-2018-20594,CWE-79
CVE-2018-20595,CWE-352
CVE-2018-20683,CWE-20
CVE-2018-20684,CWE-20
CVE-2018-20685,CWE-863
CVE-2018-20721,CWE-125
CVE-2018-20723,CWE-79
CVE-2018-20724,CWE-79
CVE-2018-20725,CWE-79
CVE-2018-20726,CWE-79
CVE-2018-20742,CWE-787
CVE-2018-20748,CWE-787
CVE-2018-20749,CWE-787
CVE-2018-20750,CWE-787
CVE-2018-20760,CWE-787
CVE-2018-20761,CWE-119
CVE-2018-20762,CWE-119
CVE-2018-20763,CWE-787
CVE-2018-20784,CWE-835
CVE-2018-20786,CWE-476
CVE-2018-20801,CWE-185
CVE-2018-20820,CWE-190
CVE-2018-20834,CWE-59
CVE-2018-20835,CWE-20
CVE-2018-20836,CWE-362
CVE-2018-20836,CWE-416
CVE-2018-20837,CWE-79
CVE-2018-20839,CWE-200
CVE-2018-20847,CWE-190
CVE-2018-20851,NVD-CWE-noinfo
CVE-2018-20854,CWE-125
CVE-2018-20855,CWE-119
CVE-2018-20856,CWE-416
CVE-2018-20954,CWE-287
CVE-2018-20961,CWE-415
CVE-2018-20962,CWE-79
CVE-2018-20975,CWE-79
CVE-2018-21010,CWE-787
CVE-2018-21017,CWE-401
CVE-2018-21036,CWE-20
CVE-2018-21233,CWE-125
CVE-2018-21234,CWE-502
CVE-2018-21268,CWE-74
CVE-2018-25017,CWE-787
CVE-2018-25020,CWE-120
CVE-2018-25023,CWE-908
CVE-2018-25032,CWE-787
CVE-2018-25045,CWE-79
CVE-2018-25046,CWE-22
CVE-2018-25049,CWE-1333
CVE-2018-25050,CWE-79
CVE-2018-25051,CWE-79
CVE-2018-25052,CWE-79
CVE-2018-25053,CWE-79
CVE-2018-25054,CWE-79
CVE-2018-25055,CWE-79
CVE-2018-25056,CWE-79
CVE-2018-25057,CWE-89
CVE-2018-25058,NVD-CWE-Other
CVE-2018-25059,CWE-22
CVE-2018-25060,CWE-311
CVE-2018-25061,CWE-1333
CVE-2018-25062,CWE-404
CVE-2018-25063,CWE-79
CVE-2018-25064,CWE-79
CVE-2018-25065,CWE-79
CVE-2018-25066,CWE-89
CVE-2018-25067,CWE-89
CVE-2018-25068,CWE-668
CVE-2018-25070,CWE-89
CVE-2018-25071,CWE-89
CVE-2018-25072,CWE-89
CVE-2018-25073,CWE-79
CVE-2018-25074,CWE-1333
CVE-2018-25075,CWE-89
CVE-2018-25076,CWE-89
CVE-2018-25077,CWE-1333
CVE-2018-25079,CWE-1333
CVE-2018-25080,CWE-79
CVE-2018-25082,CWE-611
CVE-2018-25083,CWE-78
CVE-2018-25084,CWE-79
CVE-2018-25086,CWE-79
CVE-2018-25087,CWE-404
CVE-2018-25088,CWE-89
CVE-2018-25089,NVD-CWE-noinfo
CVE-2018-25091,CWE-601
CVE-2018-25092,NVD-CWE-Other
CVE-2018-25093,NVD-CWE-Other
CVE-2018-25094,CWE-22
CVE-2018-25096,CWE-352
CVE-2018-25097,CWE-79
CVE-2018-25098,CWE-672
CVE-2018-25100,NVD-CWE-noinfo
CVE-2018-25101,CWE-79
CVE-2018-25103,NVD-CWE-noinfo
CVE-2018-3715,CWE-22
CVE-2018-3717,CWE-79
CVE-2018-3719,CWE-20
CVE-2018-3720,NVD-CWE-noinfo
CVE-2018-3721,CWE-1321
CVE-2018-3722,NVD-CWE-noinfo
CVE-2018-3723,CWE-20
CVE-2018-3726,CWE-79
CVE-2018-3728,CWE-471
CVE-2018-3732,CWE-22
CVE-2018-3733,CWE-22
CVE-2018-3740,CWE-20
CVE-2018-3741,CWE-79
CVE-2018-3759,CWE-362
CVE-2018-3769,CWE-79
CVE-2018-3774,CWE-601
CVE-2018-3774,CWE-918
CVE-2018-5212,CWE-79
CVE-2018-5213,CWE-79
CVE-2018-5332,CWE-787
CVE-2018-5333,CWE-476
CVE-2018-5344,CWE-362
CVE-2018-5344,CWE-416
CVE-2018-5360,CWE-125
CVE-2018-5387,CWE-347
CVE-2018-5729,CWE-476
CVE-2018-5730,CWE-90
CVE-2018-5776,CWE-79
CVE-2018-5784,CWE-400
CVE-2018-5813,CWE-835
CVE-2018-5873,CWE-362
CVE-2018-5873,CWE-416
CVE-2018-6003,CWE-674
CVE-2018-6009,CWE-352
CVE-2018-6010,CWE-79
CVE-2018-6196,CWE-835
CVE-2018-6197,CWE-476
CVE-2018-6198,CWE-59
CVE-2018-6331,CWE-502
CVE-2018-6333,CWE-20
CVE-2018-6337,CWE-119
CVE-2018-6340,CWE-125
CVE-2018-6343,CWE-20
CVE-2018-6345,CWE-787
CVE-2018-6346,CWE-388
CVE-2018-6347,CWE-20
CVE-2018-6354,CWE-79
CVE-2018-6360,CWE-20
CVE-2018-6412,CWE-200
CVE-2018-6526,CWE-200
CVE-2018-6558,NVD-CWE-noinfo
CVE-2018-6560,CWE-436
CVE-2018-6596,CWE-200
CVE-2018-6656,CWE-352
CVE-2018-6758,CWE-787
CVE-2018-6767,CWE-125
CVE-2018-6834,CWE-79
CVE-2018-6835,CWE-20
CVE-2018-6927,CWE-190
CVE-2018-7172,CWE-22
CVE-2018-7186,CWE-787
CVE-2018-7191,CWE-476
CVE-2018-7206,NVD-CWE-noinfo
CVE-2018-7212,CWE-22
CVE-2018-7247,CWE-119
CVE-2018-7253,CWE-125
CVE-2018-7254,CWE-125
CVE-2018-7408,CWE-732
CVE-2018-7456,CWE-476
CVE-2018-7466,CWE-94
CVE-2018-7480,CWE-415
CVE-2018-7485,CWE-119
CVE-2018-7492,CWE-476
CVE-2018-7559,CWE-320
CVE-2018-7560,CWE-20
CVE-2018-7584,CWE-119
CVE-2018-7634,CWE-352
CVE-2018-7648,CWE-119
CVE-2018-7651,CWE-400
CVE-2018-7652,CWE-79
CVE-2018-7663,CWE-79
CVE-2018-7688,CWE-862
CVE-2018-7689,CWE-862
CVE-2018-7711,CWE-347
CVE-2018-7738,NVD-CWE-noinfo
CVE-2018-7749,CWE-287
CVE-2018-7750,CWE-287
CVE-2018-7752,CWE-119
CVE-2018-7753,CWE-20
CVE-2018-7757,CWE-772
CVE-2018-7889,CWE-502
CVE-2018-7998,CWE-362
CVE-2018-7998,CWE-476
CVE-2018-7999,CWE-476
CVE-2018-8038,CWE-20
CVE-2018-8039,CWE-755
CVE-2018-8043,CWE-476
CVE-2018-8050,CWE-20
CVE-2018-8087,CWE-772
CVE-2018-8088,NVD-CWE-noinfo
CVE-2018-8097,CWE-94
CVE-2018-8098,CWE-190
CVE-2018-8099,CWE-415
CVE-2018-8729,CWE-79
CVE-2018-8754,CWE-125
CVE-2018-8784,CWE-787
CVE-2018-8785,CWE-787
CVE-2018-8786,CWE-681
CVE-2018-8786,CWE-787
CVE-2018-8787,CWE-190
CVE-2018-8787,CWE-787
CVE-2018-8788,CWE-787
CVE-2018-8789,CWE-125
CVE-2018-8791,CWE-125
CVE-2018-8792,CWE-125
CVE-2018-8793,CWE-787
CVE-2018-8794,CWE-190
CVE-2018-8794,CWE-787
CVE-2018-8795,CWE-190
CVE-2018-8795,CWE-787
CVE-2018-8796,CWE-125
CVE-2018-8797,CWE-787
CVE-2018-8798,CWE-125
CVE-2018-8799,CWE-125
CVE-2018-8800,CWE-787
CVE-2018-8828,CWE-193
CVE-2018-8828,CWE-787
CVE-2018-8897,CWE-362
CVE-2018-8899,CWE-79
CVE-2018-8905,CWE-787
CVE-2018-8947,CWE-312
CVE-2018-8948,CWE-79
CVE-2018-8949,CWE-749
CVE-2018-8974,CWE-94
CVE-2018-9019,CWE-89
CVE-2018-9109,CWE-22
CVE-2018-9110,CWE-22
CVE-2018-9113,CWE-94
CVE-2018-9159,CWE-22
CVE-2018-9250,CWE-89
CVE-2018-9275,CWE-200
CVE-2018-9336,CWE-415
CVE-2018-9839,CWE-20
CVE-2018-9840,NVD-CWE-noinfo
CVE-2018-9845,CWE-178
CVE-2018-9918,CWE-674
CVE-2018-9988,CWE-125
CVE-2018-9989,CWE-125
CVE-2019-1000010,CWE-79
CVE-2019-1000016,CWE-129
CVE-2019-10061,CWE-78
CVE-2019-1010062,CWE-434
CVE-2019-1010065,CWE-190
CVE-2019-1010199,CWE-79
CVE-2019-1010200,CWE-78
CVE-2019-1010208,CWE-119
CVE-2019-1010239,CWE-476
CVE-2019-1010239,CWE-754
CVE-2019-1010246,CWE-862
CVE-2019-1010247,CWE-79
CVE-2019-1010263,CWE-347
CVE-2019-1010283,CWE-200
CVE-2019-1010292,CWE-787
CVE-2019-1010293,CWE-787
CVE-2019-1010294,CWE-189
CVE-2019-1010295,CWE-125
CVE-2019-1010295,CWE-20
CVE-2019-1010295,CWE-787
CVE-2019-1010296,CWE-190
CVE-2019-1010296,CWE-787
CVE-2019-1010297,CWE-190
CVE-2019-1010297,CWE-787
CVE-2019-1010298,CWE-190
CVE-2019-1010298,CWE-787
CVE-2019-1010305,CWE-119
CVE-2019-1010308,CWE-522
CVE-2019-1010315,CWE-369
CVE-2019-1010317,CWE-908
CVE-2019-1010319,CWE-908
CVE-2019-10131,CWE-193
CVE-2019-10160,CWE-172
CVE-2019-1020014,CWE-415
CVE-2019-1020015,NVD-CWE-noinfo
CVE-2019-1020017,NVD-CWE-noinfo
CVE-2019-1020018,CWE-287
CVE-2019-10254,CWE-79
CVE-2019-10255,CWE-601
CVE-2019-10260,CWE-79
CVE-2019-10477,CWE-19
CVE-2019-10638,CWE-326
CVE-2019-10639,CWE-326
CVE-2019-10648,CWE-862
CVE-2019-10664,CWE-89
CVE-2019-10672,CWE-20
CVE-2019-10678,CWE-93
CVE-2019-10682,CWE-312
CVE-2019-10714,CWE-125
CVE-2019-10752,CWE-89
CVE-2019-10761,CWE-674
CVE-2019-10762,CWE-89
CVE-2019-10765,CWE-22
CVE-2019-10767,CWE-22
CVE-2019-10773,CWE-59
CVE-2019-10776,CWE-78
CVE-2019-10781,CWE-668
CVE-2019-10787,CWE-78
CVE-2019-10788,CWE-78
CVE-2019-10791,CWE-78
CVE-2019-10792,CWE-74
CVE-2019-10793,CWE-74
CVE-2019-10795,CWE-74
CVE-2019-10799,CWE-78
CVE-2019-10800,CWE-88
CVE-2019-10807,CWE-78
CVE-2019-10808,CWE-1321
CVE-2019-10864,CWE-79
CVE-2019-10867,CWE-502
CVE-2019-10907,CWE-326
CVE-2019-10908,CWE-335
CVE-2019-10909,CWE-79
CVE-2019-10910,CWE-89
CVE-2019-10911,CWE-287
CVE-2019-10912,CWE-502
CVE-2019-10913,CWE-79
CVE-2019-10913,CWE-89
CVE-2019-11069,CWE-20
CVE-2019-11071,CWE-20
CVE-2019-11072,CWE-190
CVE-2019-11222,CWE-787
CVE-2019-11338,CWE-476
CVE-2019-11339,CWE-125
CVE-2019-11340,CWE-20
CVE-2019-11343,NVD-CWE-noinfo
CVE-2019-11358,CWE-1321
CVE-2019-11404,CWE-311
CVE-2019-11411,CWE-787
CVE-2019-11412,CWE-670
CVE-2019-11413,CWE-674
CVE-2019-11454,CWE-79
CVE-2019-11455,CWE-125
CVE-2019-11458,CWE-502
CVE-2019-11463,CWE-401
CVE-2019-11470,CWE-400
CVE-2019-11471,CWE-416
CVE-2019-11472,CWE-369
CVE-2019-11486,CWE-362
CVE-2019-11487,CWE-416
CVE-2019-11498,CWE-824
CVE-2019-11502,CWE-59
CVE-2019-11565,CWE-918
CVE-2019-11596,CWE-476
CVE-2019-11599,CWE-667
CVE-2019-11808,CWE-338
CVE-2019-11810,CWE-416
CVE-2019-11810,CWE-476
CVE-2019-11811,CWE-416
CVE-2019-11812,CWE-79
CVE-2019-11813,CWE-79
CVE-2019-11814,CWE-79
CVE-2019-11815,CWE-362
CVE-2019-11815,CWE-416
CVE-2019-11833,CWE-908
CVE-2019-11884,NVD-CWE-noinfo
CVE-2019-11921,CWE-787
CVE-2019-11923,CWE-770
CVE-2019-11924,CWE-770
CVE-2019-11925,CWE-125
CVE-2019-11926,CWE-125
CVE-2019-11929,CWE-119
CVE-2019-11930,CWE-763
CVE-2019-11932,CWE-415
CVE-2019-11934,CWE-125
CVE-2019-11935,CWE-120
CVE-2019-11936,NVD-CWE-noinfo
CVE-2019-11937,CWE-674
CVE-2019-11938,CWE-770
CVE-2019-11939,CWE-770
CVE-2019-11940,CWE-416
CVE-2019-12105,CWE-306
CVE-2019-12106,CWE-416
CVE-2019-12107,CWE-252
CVE-2019-12108,CWE-476
CVE-2019-12109,CWE-476
CVE-2019-12110,CWE-476
CVE-2019-12111,CWE-476
CVE-2019-12209,CWE-59
CVE-2019-12210,NVD-CWE-noinfo
CVE-2019-12272,CWE-78
